"id";"secteurstatistique_code";"secteurstatistique_nom_fr";"secteurstatistique_nom_nl";"quartier_code";"quartier_nom_fr";"quartier_nom_nl";"commune_code";"commune_nom_fr";"commune_nom_nl"
147;"21005A11-";NOTRE-DAME DU SACRE-COEUR;O.L. VROUW VAN HET HEILIG HART;32;SAINT-PIERRE;SINT-PIETER;21005;ETTERBEEK;ETTERBEEK
148;"21005A042";PH. BAUCQ (RUE);PH. BAUCQSTRAAT;33;CHASSE;JACHT;21005;ETTERBEEK;ETTERBEEK
149;"21005A10-";GENERAL HENRI (RUE);GENERAAL HENRISTRAAT;33;CHASSE;JACHT;21005;ETTERBEEK;ETTERBEEK
150;"21005A12-";SAINT-ANTOINE;SINT-ANTONIUS;33;CHASSE;JACHT;21005;ETTERBEEK;ETTERBEEK
151;"21005A13-";LA CHASSE;DE JACHT;33;CHASSE;JACHT;21005;ETTERBEEK;ETTERBEEK
152;"21005A31K";ARSENAL;ARSENAL;33;CHASSE;JACHT;21005;ETTERBEEK;ETTERBEEK
153;"21005A31L";GÉRUZET;GERUZET;33;CHASSE;JACHT;21005;ETTERBEEK;ETTERBEEK
154;"21005A322";NOUVELLE AVENUE-SUD;NIEUWE BAAN-ZUID;33;CHASSE;JACHT;21005;ETTERBEEK;ETTERBEEK
155;"21005A00-";HOTEL COMMUNAL;GEMEENTEHUIS;34;JOURDAN;JOURDAN;21005;ETTERBEEK;ETTERBEEK
156;"21005A031";MAELBEEK;MAALBEEK;34;JOURDAN;JOURDAN;21005;ETTERBEEK;ETTERBEEK
157;"21009A52-";GRAY (RUE);GRAYSTRAAT;34;JOURDAN;JOURDAN;21009;IXELLES;ELSENE
158;"21004B10-";ORBAN (SQUARE);ORBANSQUARE;35;QUARTIER EUROPEEN;EUROPAWIJK;21004;BRUXELLES;BRUSSEL
159;"21004B112";RUE DU COMMERCE;HANDELSSTRAAT;35;QUARTIER EUROPEEN;EUROPAWIJK;21004;BRUXELLES;BRUSSEL
160;"21004B13-";TREVES (RUE DE);TRIERSTRAAT;35;QUARTIER EUROPEEN;EUROPAWIJK;21004;BRUXELLES;BRUSSEL
161;"21004B1MJ";RUE JOSEPH II;JOSEPH II STRAAT;35;QUARTIER EUROPEEN;EUROPAWIJK;21004;BRUXELLES;BRUSSEL
162;"21004B2MK";SCHUMAN (ROND-POINT);SCHUMAN RONDPLEIN;35;QUARTIER EUROPEEN;EUROPAWIJK;21004;BRUXELLES;BRUSSEL
163;"21004B2NK";CITE DE LA CHAUSSEE;STEENWEGWIJK;35;QUARTIER EUROPEEN;EUROPAWIJK;21004;BRUXELLES;BRUSSEL
164;"21004B2WK";RUE DE PASCAL - ST.-SACREMENT;PASCALSTRAAT - H. SACREMENT;35;QUARTIER EUROPEEN;EUROPAWIJK;21004;BRUXELLES;BRUSSEL
165;"21009A501";LUXEMBOURG (PLACE DE);LUXEMBURG PLEIN;35;QUARTIER EUROPEEN;EUROPAWIJK;21009;IXELLES;ELSENE
166;"21009A51K";WIERTZ;WIERTZ;35;QUARTIER EUROPEEN;EUROPAWIJK;21009;IXELLES;ELSENE
167;"21009A593";QUARTIER LEOPOLD;LEOPOLD KWARTIER;35;QUARTIER EUROPEEN;EUROPAWIJK;21009;IXELLES;ELSENE
168;"21009A00-";CENTRE;CENTRUM;36;MATONGE;MATONGE;21009;IXELLES;ELSENE
169;"21009A051";SAINT-BONIFACE;SINT-BONIFAAS;36;MATONGE;MATONGE;21009;IXELLES;ELSENE
170;"21009A53-";LONDRES (PLACE DE);LONDENPLEIN;36;MATONGE;MATONGE;21009;IXELLES;ELSENE
171;"21009A552";PORTE DE NAMUR;NAAMSEPOORT;36;MATONGE;MATONGE;21009;IXELLES;ELSENE
172;"21009A01-";BLYCKAERTS;BLYCKAERTS;37;FLAGEY - MALIBRAN;FLAGEY - MALIBRAN;21009;IXELLES;ELSENE
173;"21009A02-";MUSEE;MUSEUM;37;FLAGEY - MALIBRAN;FLAGEY - MALIBRAN;21009;IXELLES;ELSENE
174;"21009A101";FLAGEY (PLACE);FLAGEYPLEIN;37;FLAGEY - MALIBRAN;FLAGEY - MALIBRAN;21009;IXELLES;ELSENE
175;"21009A111";WERY (RUE);WERYSTRAAT;37;FLAGEY - MALIBRAN;FLAGEY - MALIBRAN;21009;IXELLES;ELSENE
176;"21009A602";BELVEDERE;BELVEDERE;37;FLAGEY - MALIBRAN;FLAGEY - MALIBRAN;21009;IXELLES;ELSENE
177;"21009A612";LIEGEOIS (RUE);LUIKENAARSSTRAAT;37;FLAGEY - MALIBRAN;FLAGEY - MALIBRAN;21009;IXELLES;ELSENE
178;"21009A151";A. DELPORTE-NORD;A. DELPORTE-NOORD;38;HOPITAL ETTERBEEK - IXELLES;HOSPITAAL ETTERBEEK - ELSENE;21009;IXELLES;ELSENE
179;"21009A63-";MACAU;MACAU;38;HOPITAL ETTERBEEK - IXELLES;HOSPITAAL ETTERBEEK - ELSENE;21009;IXELLES;ELSENE
180;"21009A65K";QUARTIER DE L'AULNE;ELSWIJK;38;HOPITAL ETTERBEEK - IXELLES;HOSPITAAL ETTERBEEK - ELSENE;21009;IXELLES;ELSENE
181;"21009A65L";CENTRE HOSPITALIER;ZIEKENHUIZENCENTRUM;38;HOPITAL ETTERBEEK - IXELLES;HOSPITAAL ETTERBEEK - ELSENE;21009;IXELLES;ELSENE
182;"21009A90-";SAINT-PHILIPPE DE NERI;SINT-FILIPPUS;38;HOPITAL ETTERBEEK - IXELLES;HOSPITAAL ETTERBEEK - ELSENE;21009;IXELLES;ELSENE
183;"21009A911";A. DELPORTE-SUD;A. DELPORTE-ZUID;38;HOPITAL ETTERBEEK - IXELLES;HOSPITAAL ETTERBEEK - ELSENE;21009;IXELLES;ELSENE
184;"21009A922";USQUARE;USQUARE;38;HOPITAL ETTERBEEK - IXELLES;HOSPITAAL ETTERBEEK - ELSENE;21009;IXELLES;ELSENE
185;"21004C54K";LOUISE (AVENUE)-SUD-EST;LOUIZALAAN-ZUIDOOST;39;ETANGS D'IXELLES;VIJVERS VAN ELSENE;21004;BRUXELLES;BRUSSEL
186;"21004C55K";LOUISE (AVENUE)-SUD;LOUIZALAAN-ZUID;39;ETANGS D'IXELLES;VIJVERS VAN ELSENE;21004;BRUXELLES;BRUSSEL
187;"21009A121";GENERAL DE GAULLE;GENERAAL DE GAULLE;39;ETANGS D'IXELLES;VIJVERS VAN ELSENE;21009;IXELLES;ELSENE
188;"21009A13-";GACHARD;GACHARD;39;ETANGS D'IXELLES;VIJVERS VAN ELSENE;21009;IXELLES;ELSENE
189;"21009A192";ETANGS;VIJVERS;39;ETANGS D'IXELLES;VIJVERS VAN ELSENE;21009;IXELLES;ELSENE
190;"21009A23-";ETOILE (ROND POINT DE L');STERREPLEIN;39;ETANGS D'IXELLES;VIJVERS VAN ELSENE;21009;IXELLES;ELSENE
191;"21009A623";KLAUWAERTS;KLAUWAERTS;39;ETANGS D'IXELLES;VIJVERS VAN ELSENE;21009;IXELLES;ELSENE
192;"21004C51K";LOUISE (AVENUE)-NORD-EST;LOUIZALAAN-NOORDOOST;40;LOUISE - LONGUE HAIE;LOUIZA - LANGEHAAG;21004;BRUXELLES;BRUSSEL
193;"21009A03-";ERMITAGE;KLUIS;40;LOUISE - LONGUE HAIE;LOUIZA - LANGEHAAG;21009;IXELLES;ELSENE
194;"21009A041";ARBRE BENIT;GEWIJDE BOOM;40;LOUISE - LONGUE HAIE;LOUIZA - LANGEHAAG;21009;IXELLES;ELSENE
195;"21009A542";EGLISE ANGLICANE;ANGLICAANSE KERK;40;LOUISE - LONGUE HAIE;LOUIZA - LANGEHAAG;21009;IXELLES;ELSENE
196;"21013A02-";CAPOUILLET (RUE);CAPOUILLETSTRAAT;41;BERCKMANS - HOTEL DES MONNAIES;BERCKMANS - MUNTHOF;21013;SAINT-GILLES;SINT-GILLIS
197;"21013A15K";METAL (RUE DU);METAALSTRAAT;41;BERCKMANS - HOTEL DES MONNAIES;BERCKMANS - MUNTHOF;21013;SAINT-GILLES;SINT-GILLIS
198;"21013A51-";TOISON D'OR (AVENUE);GULDENVLIESLAAN;41;BERCKMANS - HOTEL DES MONNAIES;BERCKMANS - MUNTHOF;21013;SAINT-GILLES;SINT-GILLIS
199;"21013A52K";RUE D'ECOSSE;SCHOTLANDSTRAAT;41;BERCKMANS - HOTEL DES MONNAIES;BERCKMANS - MUNTHOF;21013;SAINT-GILLES;SINT-GILLIS
200;"21004C50K";LOUISE (AVENUE)-NORD;LOUIZALAAN-NOORD;42;CHATELAIN;KASTELEIN;21004;BRUXELLES;BRUSSEL
201;"21004C52K";LOUISE (AVENUE)-NORD-OUEST;LOUIZALAAN-NOORDWEST;42;CHATELAIN;KASTELEIN;21004;BRUXELLES;BRUSSEL
202;"21009A451";CHATELAIN (PLACE DU)-EST;KASTELEINPLEIN-OOST;42;CHATELAIN;KASTELEIN;21009;IXELLES;ELSENE
203;"21009A712";CHATELAIN (PLACE DU)-OUEST;KASTELEINPLEIN-WEST;42;CHATELAIN;KASTELEIN;21009;IXELLES;ELSENE
204;"21009A72-";DEFACQZ;DEFACQZ;42;CHATELAIN;KASTELEIN;21009;IXELLES;ELSENE
205;"21013A031";AMAZONE (RUE DE);AMAZONESTRAAT;42;CHATELAIN;KASTELEIN;21013;SAINT-GILLES;SINT-GILLIS
206;"21013A052";FAIDER (RUE);FAIDERSTRAAT;42;CHATELAIN;KASTELEIN;21013;SAINT-GILLES;SINT-GILLIS
207;"21004C53K";LOUISE (AVENUE)-SUD-OUEST;LOUIZALAAN-ZUIDWEST;43;BRUGMANN - LEPOUTRE;BRUGMANN - LEPOUTRE;21004;BRUXELLES;BRUSSEL
208;"21007A73-";BERCKENDAEL (RUE);BERCKENDAELSTRAAT;43;BRUGMANN - LEPOUTRE;BRUGMANN - LEPOUTRE;21007;FOREST;VORST
209;"21009A40-";MELEZES;LARIKSEN;43;BRUGMANN - LEPOUTRE;BRUGMANN - LEPOUTRE;21009;IXELLES;ELSENE
210;"21009A41-";SAINT-GEORGES;SINT-JORIS;43;BRUGMANN - LEPOUTRE;BRUGMANN - LEPOUTRE;21009;IXELLES;ELSENE
211;"21009A42-";RENIER CHALON;RENIER CHALON;43;BRUGMANN - LEPOUTRE;BRUGMANN - LEPOUTRE;21009;IXELLES;ELSENE
212;"21009A43-";FERNAND NEURAY;FERNAND NEURAY;43;BRUGMANN - LEPOUTRE;BRUGMANN - LEPOUTRE;21009;IXELLES;ELSENE
213;"21009A44-";PREVOT;PROVOOST;43;BRUGMANN - LEPOUTRE;BRUGMANN - LEPOUTRE;21009;IXELLES;ELSENE
214;"21009A73-";BERCKENDAEL;BERCKENDAEL;43;BRUGMANN - LEPOUTRE;BRUGMANN - LEPOUTRE;21009;IXELLES;ELSENE
215;"21016A80-";VANDERKINDERE;VANDERKINDERE;44;CHURCHILL;CHURCHILL;21016;UCCLE;UKKEL
216;"21016A81-";BASCULE;BASCULE;44;CHURCHILL;CHURCHILL;21016;UCCLE;UKKEL
217;"21016A82-";CHURCHILL;CHURCHILL;44;CHURCHILL;CHURCHILL;21016;UCCLE;UKKEL
218;"21016A85-";BRUGMANN;BRUGMANN;44;CHURCHILL;CHURCHILL;21016;UCCLE;UKKEL
219;"21007A71K";CHAUSSEE D'ALSEMBERG;ALSEMBERGSE STEENWEG;45;MOLIERE - LONGCHAMP;MOLIERE - LONGCHAMP;21007;FOREST;VORST
220;"21007A72K";MOLIERE;MOLIERE;45;MOLIERE - LONGCHAMP;MOLIERE - LONGCHAMP;21007;FOREST;VORST
221;"21016A05-";LE CHAT;DE KAT;45;MOLIERE - LONGCHAMP;MOLIERE - LONGCHAMP;21016;UCCLE;UKKEL
222;"21007A239";NEPTUNE (AVENUE) I;NEPTUNUSLAAN I;46;ALTITUDE 100;HOOGTE 100;21007;FOREST;VORST
223;"21007A70K";ALTITUDE  CENT;HOOGTEPUNT HONDERD;46;ALTITUDE 100;HOOGTE 100;21007;FOREST;VORST
224;"21007A75-";TOURNOI (RUE DU);STEEKSPELSTRAAT;46;ALTITUDE 100;HOOGTE 100;21007;FOREST;VORST
225;"21016A94K";SEPT-BONNIERS;ZEVENBUNDER;46;ALTITUDE 100;HOOGTE 100;21016;UCCLE;UKKEL
226;"21007A81K";VILLAS - MONT KEMMEL;VILLAS - KEMMELBERG;47;HAUT SAINT-GILLES;HOOG SINT-GILLIS;21007;FOREST;VORST
227;"21013A00K";HOTEL DE VILLE;GEMEENTEHUIS;47;HAUT SAINT-GILLES;HOOG SINT-GILLIS;21013;SAINT-GILLES;SINT-GILLIS
228;"21013A01-";ESPAGNE (RUE D');SPANJESTRAAT;47;HAUT SAINT-GILLES;HOOG SINT-GILLIS;21013;SAINT-GILLES;SINT-GILLIS
229;"21013A04-";PRISON;GEVANGENIS;47;HAUT SAINT-GILLES;HOOG SINT-GILLIS;21013;SAINT-GILLES;SINT-GILLIS
230;"21013A11-";PARME (RUE DE);PARMASTRAAT;47;HAUT SAINT-GILLES;HOOG SINT-GILLIS;21013;SAINT-GILLES;SINT-GILLIS
231;"21013A40K";BARRIERE;BARREEL;47;HAUT SAINT-GILLES;HOOG SINT-GILLIS;21013;SAINT-GILLES;SINT-GILLIS
232;"21013A41K";VILLAS (AVENUE DES);VILLALAAN;47;HAUT SAINT-GILLES;HOOG SINT-GILLIS;21013;SAINT-GILLES;SINT-GILLIS
233;"21013A101";PARVIS;VOORPLEIN;48;PORTE DE HAL;HALLEPOORT;21013;SAINT-GILLES;SINT-GILLIS
234;"21013A102";PARVIS;VOORPLEIN;48;PORTE DE HAL;HALLEPOORT;21013;SAINT-GILLES;SINT-GILLIS
235;"21013A13-";DETHY (RUE);DETHYSTRAAT;48;PORTE DE HAL;HALLEPOORT;21013;SAINT-GILLES;SINT-GILLIS
236;"21013A201";ANGLETERRE (RUE D');ENGELANDSTRAAT;48;PORTE DE HAL;HALLEPOORT;21013;SAINT-GILLES;SINT-GILLIS
237;"21013A211";FONTAINAS;FONTAINAS;48;PORTE DE HAL;HALLEPOORT;21013;SAINT-GILLES;SINT-GILLIS
238;"21013A242";BETHLEEM (PLACE DE);BETHLEHEMPLEIN;48;PORTE DE HAL;HALLEPOORT;21013;SAINT-GILLES;SINT-GILLIS
239;"21013A252";DANEMARK (RUE DE);DENEMARKENSTRAAT;48;PORTE DE HAL;HALLEPOORT;21013;SAINT-GILLES;SINT-GILLIS
240;"21013A121";GUILLAUME TELL-SUD;WILLEM TELL-ZUID;49;BOSNIE;BOSNIE;21013;SAINT-GILLES;SINT-GILLIS
241;"21013A22-";REGIES;REGIEN;49;BOSNIE;BOSNIE;21013;SAINT-GILLES;SINT-GILLIS
242;"21013A422";CRICKX (RUE);CRICKXSTRAAT;49;BOSNIE;BOSNIE;21013;SAINT-GILLES;SINT-GILLIS
243;"21007A373";CHARROI;GERIJ;50;BAS FOREST;LAAG VORST;21007;FOREST;VORST
244;"21007A40-";PONT DE LUTTRE;LUTTREBRUG;50;BAS FOREST;LAAG VORST;21007;FOREST;VORST
245;"21007A41-";PONT DE LUTTRE-OUEST;LUTTREBRUG-WEST;50;BAS FOREST;LAAG VORST;21007;FOREST;VORST
246;"21007A60-";SAINT-ANTOINE;SINT-ANTONIUS;50;BAS FOREST;LAAG VORST;21007;FOREST;VORST
247;"21007A61-";MONTENEGRO (RUE);MONTENEGROSTRAAT;50;BAS FOREST;LAAG VORST;21007;FOREST;VORST
248;"21013A23-";ROI (AVENUE DU);KONINGSLAAN;50;BAS FOREST;LAAG VORST;21013;SAINT-GILLES;SINT-GILLIS
249;"21007A101";BOURGOGNE;BOERGONDIE;51;VAN VOLXEM - VAN HAELEN;VAN VOLXEM - VAN HAELEN;21007;FOREST;VORST
250;"21007A142";MONTE CARLO;MONTE CARLO;51;VAN VOLXEM - VAN HAELEN;VAN VOLXEM - VAN HAELEN;21007;FOREST;VORST
251;"21007A50-";BERANGER;BERANGER;51;VAN VOLXEM - VAN HAELEN;VAN VOLXEM - VAN HAELEN;21007;FOREST;VORST
252;"21007A51-";CHATAIGNE;KASTANJE;51;VAN VOLXEM - VAN HAELEN;VAN VOLXEM - VAN HAELEN;21007;FOREST;VORST
253;"21007A52-";VAN VOLXEM - PETITE INDUSTRIE;VAN VOLXEM - KLEIN INDUSTRIE;51;VAN VOLXEM - VAN HAELEN;VAN VOLXEM - VAN HAELEN;21007;FOREST;VORST
254;"21007A53-";WIELEMANS CEUPPENS;WIELEMANS CEUPPENS;51;VAN VOLXEM - VAN HAELEN;VAN VOLXEM - VAN HAELEN;21007;FOREST;VORST
255;"21007A541";LYCEE;LYCEUM;51;VAN VOLXEM - VAN HAELEN;VAN VOLXEM - VAN HAELEN;21007;FOREST;VORST
256;"21007A55K";REINE MARIE-HENRIETTE;KONINGIN MARIE - HENRIETTE;51;VAN VOLXEM - VAN HAELEN;VAN VOLXEM - VAN HAELEN;21007;FOREST;VORST
257;"21001A031";RAUTER-SUD;RAUTER-ZUID;52;VEEWEYDE - AURORE;VEEWEIDE - AURORE;21001;ANDERLECHT;ANDERLECHT
258;"21001A041";VEEWEYDE-SUD;VEEWEIDE-ZUID;52;VEEWEYDE - AURORE;VEEWEIDE - AURORE;21001;ANDERLECHT;ANDERLECHT
259;"21001A11K";BIESTEBROEK;BIESTEBROEK;52;VEEWEYDE - AURORE;VEEWEIDE - AURORE;21001;ANDERLECHT;ANDERLECHT
260;"21001A132";RAUTER-NORD;RAUTER-NOORD;52;VEEWEYDE - AURORE;VEEWEIDE - AURORE;21001;ANDERLECHT;ANDERLECHT
261;"21001A142";VEEWEYDE-NORD;VEEWEIDE-NOORD;52;VEEWEYDE - AURORE;VEEWEIDE - AURORE;21001;ANDERLECHT;ANDERLECHT
262;"21001A31-";CHAUSSEE DE MONS - SAINT-LUC;BERGENSESTEENWEG - SINT-LUKAS;52;VEEWEYDE - AURORE;VEEWEIDE - AURORE;21001;ANDERLECHT;ANDERLECHT
263;"21001A32K";AURORE;DAGERAAD;52;VEEWEYDE - AURORE;VEEWEIDE - AURORE;21001;ANDERLECHT;ANDERLECHT
264;"21001A43-";VAN BEETHOVEN;VAN BEETHOVEN;52;VEEWEYDE - AURORE;VEEWEIDE - AURORE;21001;ANDERLECHT;ANDERLECHT
265;"21001A30K";BIZET;BIZET;53;BIZET - ROUE - CERIA;BIZET - RAD - COOVI;21001;ANDERLECHT;ANDERLECHT
266;"21001A331";WALCOURT;WALCOURT;53;BIZET - ROUE - CERIA;BIZET - RAD - COOVI;21001;ANDERLECHT;ANDERLECHT
267;"21001A332";ROUE;RAD;53;BIZET - ROUE - CERIA;BIZET - RAD - COOVI;21001;ANDERLECHT;ANDERLECHT
268;"21001A34-";ROUE - CITE JARDIN;RAD - TUINWIJK;53;BIZET - ROUE - CERIA;BIZET - RAD - COOVI;21001;ANDERLECHT;ANDERLECHT
269;"21001A350";CERIA - ZONE D'HABITAT;COOVI - WOONZONE;53;BIZET - ROUE - CERIA;BIZET - RAD - COOVI;21001;ANDERLECHT;ANDERLECHT
270;"21001A3MJ";CERIA I;COOVI I;53;BIZET - ROUE - CERIA;BIZET - RAD - COOVI;21001;ANDERLECHT;ANDERLECHT
271;"21001A441";DOCTEUR ROUX;DR. ROUX;53;BIZET - ROUE - CERIA;BIZET - RAD - COOVI;21001;ANDERLECHT;ANDERLECHT
272;"21001A45K";VENIZELOS;VENIZELOS;53;BIZET - ROUE - CERIA;BIZET - RAD - COOVI;21001;ANDERLECHT;ANDERLECHT
273;"21001A472";STADE COMMUNAL - INDUSTRIE;GEMEENTESTADION - INDUSTRIE;53;BIZET - ROUE - CERIA;BIZET - RAD - COOVI;21001;ANDERLECHT;ANDERLECHT
274;"21001A55K";TREFLE;KLAVER;53;BIZET - ROUE - CERIA;BIZET - RAD - COOVI;21001;ANDERLECHT;ANDERLECHT
275;"21001A55L";CHAUSSEE DE MONS - TREFLES;BERGENSE STEENWEG - KLAVER;53;BIZET - ROUE - CERIA;BIZET - RAD - COOVI;21001;ANDERLECHT;ANDERLECHT
276;"21001A37-";ZUEN - INDUSTRIE;ZUUN - INDUSTRIE;54;VOGELENZANG - ERASME;VOGELENZANG - ERASMUS;21001;ANDERLECHT;ANDERLECHT
277;"21001C512";CHANTS D'OISEAUX;VOGELENZANG;54;VOGELENZANG - ERASME;VOGELENZANG - ERASMUS;21001;ANDERLECHT;ANDERLECHT
278;"21001C522";HOPITAL U.L.B.;ZIEKENHUIS U.L.B.;54;VOGELENZANG - ERASME;VOGELENZANG - ERASMUS;21001;ANDERLECHT;ANDERLECHT
279;"21001C581";CIMETIERE;KERKHOF;54;VOGELENZANG - ERASME;VOGELENZANG - ERASMUS;21001;ANDERLECHT;ANDERLECHT
280;"21001C5MA";MEYLEMEERSCH;MIJLENMEERS;54;VOGELENZANG - ERASME;VOGELENZANG - ERASMUS;21001;ANDERLECHT;ANDERLECHT
281;"21001C6MB";MEYLEMEERSCH-EST;MIJLENMEERS-OOST;54;VOGELENZANG - ERASME;VOGELENZANG - ERASMUS;21001;ANDERLECHT;ANDERLECHT
282;"21001C5PK";CHAUDRON (RUE DU);KETELSTRAAT;55;NEERPEDE;NEERPEDE;21001;ANDERLECHT;ANDERLECHT
283;"21001C5PL";BETTERAVES (RUE DES);BIETENSTRAAT;55;NEERPEDE;NEERPEDE;21001;ANDERLECHT;ANDERLECHT
284;"21001C611";SOETKIN;SOETKIN;55;NEERPEDE;NEERPEDE;21001;ANDERLECHT;ANDERLECHT
285;"21001C6PB";ZONE RURALE;PLATTELAND;55;NEERPEDE;NEERPEDE;21001;ANDERLECHT;ANDERLECHT
286;"21001C79-";BON AIR - HABITATIONS DISP.;GOEDE LUCHT - VERSPR. BEWONING;55;NEERPEDE;NEERPEDE;21001;ANDERLECHT;ANDERLECHT
287;"21001C70-";BON AIR - CENTRE;GOEDE LUCHT - KERN;56;BON AIR;GOEDE LUCHT;21001;ANDERLECHT;ANDERLECHT
288;"21001C71-";BON AIR - CITE JARDIN;GOEDE LUCHT - TUINWIJK;56;BON AIR;GOEDE LUCHT;21001;ANDERLECHT;ANDERLECHT
289;"21001A401";ARBORETUM;ARBORETUM;57;SCHERDEMAEL;SCHERDEMAAL;21001;ANDERLECHT;ANDERLECHT
290;"21001A41K";ROMAIN ROLLAND;ROMAIN ROLLAND;57;SCHERDEMAEL;SCHERDEMAAL;21001;ANDERLECHT;ANDERLECHT
291;"21001A42K";KAT;DE KAT;57;SCHERDEMAEL;SCHERDEMAAL;21001;ANDERLECHT;ANDERLECHT
292;"21001A50K";VIVES;VIVES;57;SCHERDEMAEL;SCHERDEMAAL;21001;ANDERLECHT;ANDERLECHT
293;"21001A51K";SCHERDEMAEL;SCHERDEMAAL;57;SCHERDEMAEL;SCHERDEMAAL;21001;ANDERLECHT;ANDERLECHT
294;"21001A52-";SCHERDEMAEL-NORD;SCHERDEMAAL-NOORD;57;SCHERDEMAEL;SCHERDEMAAL;21001;ANDERLECHT;ANDERLECHT
295;"21001A53K";NELLIE MELBA;NELLIE MELBA;57;SCHERDEMAEL;SCHERDEMAAL;21001;ANDERLECHT;ANDERLECHT
296;"21001A80-";SILLON;VOOR;57;SCHERDEMAEL;SCHERDEMAAL;21001;ANDERLECHT;ANDERLECHT
297;"21001A00K";RESISTANCE;VERZET;58;ANDERLECHT CENTRE - WAYEZ;ANDERLECHT CENTRUM - WAYEZ;21001;ANDERLECHT;ANDERLECHT
298;"21001A011";KLEINMOLEN;KLEINMOLEN;58;ANDERLECHT CENTRE - WAYEZ;ANDERLECHT CENTRUM - WAYEZ;21001;ANDERLECHT;ANDERLECHT
299;"21001A02K";WAYEZ;WAYEZ;58;ANDERLECHT CENTRE - WAYEZ;ANDERLECHT CENTRUM - WAYEZ;21001;ANDERLECHT;ANDERLECHT
300;"21001A051";LINDE-EST;LINDE-OOST;58;ANDERLECHT CENTRE - WAYEZ;ANDERLECHT CENTRUM - WAYEZ;21001;ANDERLECHT;ANDERLECHT
